rec_id,species,continent_of_origin,country_of_origin,harvest_year,expiration,variety,color,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,moisture,quakers,category_one_defects,category_two_defects
419,Arabica,North America,Guatemala,2016.0,08/12/17,Pacas,Green,Washed / Wet,7.5,7.58,7.42,7.83,7.67,7.58,10.0,10.0,10.0,0.11,2,0,7
420,Arabica,Africa,Uganda,2015.0,05/19/17,SL14,Green,Washed / Wet,7.5,7.67,7.67,7.42,7.67,7.67,10.0,10.0,10.0,0.12,0,0,1
421,Arabica,South America,Brazil,2016.0,01/11/17,Other,Green,Other,7.58,7.67,7.42,7.5,7.67,7.42,10.0,10.0,10.0,0.12,0,0,4
423,Arabica,North America,Mexico,2015.0,07/13/16,Typica,Bluish-Green,Natural / Dry,7.83,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,0.12,0,0,2
424,Arabica,Asia,Taiwan,2015.0,06/17/16,Bourbon,Blue-Green,Washed / Wet,7.67,7.5,7.5,7.5,7.67,7.83,10.0,10.0,10.0,0.1,0,0,0
427,Arabica,North America,Guatemala,2014.0,03/07/15,Caturra,Green,Washed / Wet,7.5,7.67,7.58,7.67,7.67,7.5,10.0,10.0,10.0,0.1,0,0,1
428,Arabica,South America,Colombia,2013.0,08/02/14,Caturra,Green,Washed / Wet,7.83,7.5,7.67,7.33,7.67,7.67,10.0,10.0,10.0,0.11,0,0,1
429,Arabica,North America,Mexico,2013.0,03/29/14,Bourbon,Green,Washed / Wet,7.58,7.75,7.5,7.5,7.58,7.58,10.0,10.0,10.0,0.12,0,0,6
430,Arabica,North America,United States,2012.0,03/21/14,Hawaiian Kona,Bluish-Green,Natural / Dry,7.58,7.75,7.83,8.0,8.08,7.67,9.33,10.0,9.33,0.11,0,0,4
431,Arabica,North America,Mexico,2012.0,08/01/13,Mundo Novo,Green,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,0.13,0,0,7
434,Arabica,South America,Brazil,2012.0,02/22/13,Yellow Bourbon,Blue-Green,Semi-washed / Semi-pulped,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,10.0,0.11,0,0,1
435,Arabica,South America,Colombia,2012.0,02/21/13,Caturra,Green,Washed / Wet,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,10.0,0.12,0,0,1
437,Arabica,South America,Colombia,2011.0,06/13/12,Other,Green,Other,7.92,7.75,7.25,7.42,7.83,7.58,10.0,10.0,10.0,0.08,0,0,0
438,Arabica,South America,Colombia,2010.0,02/22/12,Other,Yellow,Other,8.0,7.67,7.67,7.25,7.67,7.5,10.0,10.0,10.0,0.13,0,0,1
439,Arabica,South America,Colombia,2010.0,01/17/12,Other,Yellow,Other,7.92,7.75,7.5,7.42,7.42,7.67,10.0,10.0,10.0,0.04,0,0,1
441,Arabica,North America,Guatemala,2017.0,08/24/18,Bourbon,Green,Washed / Wet,7.58,7.58,7.33,7.67,7.75,7.58,10.0,10.0,10.0,0.1,0,0,1
442,Arabica,Africa,Tanzania,2016.0,06/20/18,Bourbon,Green,Washed / Wet,7.67,7.58,7.42,7.67,7.67,7.58,10.0,10.0,10.0,0.12,0,0,3
443,Arabica,South America,Peru,2017.0,06/16/18,Other,Green,Other,7.92,7.5,7.5,7.58,7.67,7.5,10.0,10.0,10.0,0.11,1,0,0
444,Arabica,Asia,Vietnam,2017.0,05/08/18,Catimor,Green,Natural / Dry,7.58,7.42,7.08,7.33,7.58,8.58,10.0,10.0,10.0,0.07,0,0,0
446,Arabica,North America,Honduras,2016.0,05/02/17,Catuai,Blue-Green,Washed / Wet,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,0.11,1,0,1
448,Arabica,Asia,China,2015.0,04/05/17,Catimor,Green,Washed / Wet,7.67,7.67,7.5,7.67,7.42,7.58,10.0,10.0,10.0,0.1,0,0,3
449,Arabica,North America,El Salvador,2016.0,03/29/17,Bourbon,Green,Washed / Wet,7.5,7.5,7.33,7.67,8.0,7.67,10.0,10.0,10.0,0.0,0,0,0
450,Arabica,North America,Guatemala,2015.0,10/28/16,Bourbon,Green,Washed / Wet,7.5,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,0.11,0,0,1
451,Arabica,North America,Guatemala,2015.0,09/28/16,Bourbon,Green,Washed / Wet,7.92,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,0.12,0,0,3
452,Arabica,Africa,Kenya,2014.0,07/02/16,SL28,Bluish-Green,Washed / Wet,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,0.1,0,0,1
456,Arabica,Africa,Uganda,2014.0,10/28/15,SL14,Bluish-Green,Washed / Wet,8.0,7.67,7.5,7.42,7.33,7.58,10.0,10.0,10.0,0.1,0,0,0
457,Arabica,South America,Colombia,2014.0,08/25/15,Other,Green,Washed / Wet,7.58,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,0.11,0,10,3
458,Arabica,North America,Honduras,2013.0,04/12/15,Catuai,Green,Natural / Dry,7.5,7.5,7.5,7.67,7.67,7.67,10.0,10.0,10.0,0.1,0,0,5
460,Arabica,North America,Guatemala,2014.0,03/27/15,Catuai,Green,Washed / Wet,7.33,7.83,7.17,8.17,7.33,7.67,10.0,10.0,10.0,0.09,0,0,1
461,Arabica,North America,United States,2013.0,02/07/15,Hawaiian Kona,Bluish-Green,Natural / Dry,7.5,7.5,7.58,7.42,7.92,7.67,10.0,10.0,10.0,0.11,0,0,0
462,Arabica,Africa,Tanzania,2014.0,01/31/15,Bourbon,Green,Washed / Wet,7.58,7.5,7.58,7.75,7.58,7.58,10.0,10.0,10.0,0.12,0,0,1
469,Arabica,South America,Colombia,2012.0,06/08/13,Caturra,Blue-Green,Washed / Wet,7.58,7.67,7.5,7.58,7.67,7.67,10.0,10.0,10.0,0.11,0,0,0
471,Arabica,South America,Brazil,2012.0,03/19/13,Mundo Novo,Green,Natural / Dry,7.75,7.67,7.58,7.5,7.58,7.58,10.0,10.0,10.0,0.12,0,0,1
472,Arabica,South America,Brazil,2012.0,02/16/13,Mundo Novo,Green,Natural / Dry,7.92,7.58,7.5,7.58,7.42,7.5,10.0,10.0,10.0,0.11,0,0,4
477,Arabica,Africa,Ethiopia,2014.0,06/16/11,Other,Green,Other,7.75,8.0,7.67,8.08,7.83,7.92,9.33,9.33,9.33,0.01,0,0,0
480,Arabica,South America,Brazil,2015.0,04/25/17,Yellow Bourbon,Bluish-Green,Pulped natural / honey,7.58,7.58,7.58,7.5,7.67,7.58,10.0,10.0,10.0,0.11,2,0,2
482,Arabica,Asia,Taiwan,2015.0,05/18/16,Typica,Green,Natural / Dry,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10.0,10.0,0.0,0,0,0
483,Arabica,South America,Brazil,2015.0,04/19/16,Mundo Novo,Green,Natural / Dry,7.42,7.67,7.58,7.5,7.75,7.67,10.0,10.0,10.0,0.11,0,0,13
485,Arabica,North America,Costa Rica,2014.0,07/15/15,Catuai,Green,Washed / Wet,7.83,7.33,7.5,7.67,7.58,7.67,10.0,10.0,10.0,0.1,0,0,3
486,Arabica,North America,United States,2013.0,02/19/15,Hawaiian Kona,Bluish-Green,Natural / Dry,7.33,7.75,7.58,7.33,7.83,7.67,10.0,10.0,10.0,0.12,0,0,8
488,Arabica,North America,United States,2012.0,03/08/14,Hawaiian Kona,Bluish-Green,Natural / Dry,7.83,7.83,7.33,7.17,7.75,7.67,10.0,10.0,10.0,0.1,0,0,0
491,Arabica,North America,United States,2012.0,02/22/13,Hawaiian Kona,Green,Washed / Wet,7.33,7.58,7.58,7.92,7.67,7.58,10.0,10.0,10.0,0.12,0,0,0
492,Arabica,South America,Colombia,2014.0,07/28/12,Caturra,Green,Other,7.33,7.33,7.33,7.58,7.25,8.08,10.0,10.0,10.0,0.01,0,0,0
495,Arabica,North America,Guatemala,2014.0,11/11/11,Other,Yellow,Other,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10.0,10.0,0.02,0,0,1
499,Arabica,Africa,Uganda,2015.0,07/18/17,Bourbon,Green,Washed / Wet,7.67,7.58,7.42,7.42,7.83,7.5,10.0,10.0,10.0,0.12,0,0,6
502,Arabica,Asia,Vietnam,2014.0,12/27/16,Caturra,Green,Other,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10.0,10.0,0.0,0,0,0
503,Arabica,North America,Guatemala,2015.0,07/07/16,Catuai,Green,Washed / Wet,7.67,7.75,7.33,7.92,7.42,7.5,10.0,10.0,10.0,0.11,0,0,3
504,Arabica,North America,Guatemala,2015.0,06/04/16,Catuai,Green,Washed / Wet,7.75,7.67,7.33,7.75,7.5,7.42,10.0,10.0,10.0,0.11,0,0,2
505,Arabica,North America,Guatemala,2015.0,04/22/16,Bourbon,Green,Washed / Wet,7.83,7.67,7.25,7.67,7.75,7.5,10.0,10.0,10.0,0.11,0,0,2
506,Arabica,South America,Brazil,2014.0,02/13/16,Catuai,Green,Natural / Dry,7.67,7.67,7.67,7.5,7.42,7.5,10.0,10.0,10.0,0.0,0,0,0
513,Arabica,South America,Colombia,2013.0,11/07/14,Caturra,Green,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.17,10.0,10.0,10.0,0.11,0,1,1
515,Arabica,South America,Colombia,2013.0,03/15/14,Caturra,Green,Natural / Dry,7.33,7.67,7.75,7.42,7.75,7.58,10.0,10.0,10.0,0.11,0,0,1
517,Arabica,South America,Colombia,2012.0,10/23/13,Caturra,Green,Washed / Wet,7.5,7.5,7.42,7.58,7.75,7.58,10.0,10.0,10.0,0.11,0,1,2
521,Arabica,South America,Colombia,2012.0,05/22/13,Arusha,Yellow,Natural / Dry,7.67,7.58,7.5,7.5,7.75,7.5,10.0,10.0,10.0,0.0,0,1,4
522,Arabica,South America,Colombia,2012.0,05/11/13,Caturra,Green,Washed / Wet,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10.0,10.0,0.0,0,0,4
524,Arabica,North America,Guatemala,2012.0,04/27/13,Bourbon,Green,Washed / Wet,7.5,7.67,7.5,7.67,7.5,7.83,10.0,10.0,10.0,0.1,0,0,2
525,Arabica,South America,Colombia,2011.0,12/01/12,Caturra,Bluish-Green,Washed / Wet,7.67,7.67,7.58,7.5,7.67,7.42,10.0,10.0,10.0,0.12,0,0,0
527,Arabica,South America,Colombia,2014.0,05/11/12,Other,Yellow,Other,7.33,7.67,7.58,7.33,7.58,7.92,10.0,10.0,10.0,0.08,0,0,1
529,Arabica,North America,United States,2014.0,03/08/12,Other,Yellow,Other,7.5,7.58,7.42,7.58,7.58,7.67,10.0,10.0,10.0,0.0,0,0,1
530,Arabica,South America,Colombia,2011.0,02/01/12,Other,Yellow,Other,7.5,7.58,7.67,7.67,7.58,7.58,10.0,10.0,10.0,0.06,0,0,2
534,Arabica,North America,El Salvador,2017.0,08/28/18,Bourbon,Green,Washed / Wet,7.5,7.5,7.75,7.58,7.92,7.83,10.0,10.0,9.33,0.0,0,0,1
535,Arabica,South America,Colombia,2017.0,07/07/18,Caturra,Green,Washed / Wet,7.58,7.67,7.5,7.33,7.67,7.58,10.0,10.0,10.0,0.11,0,0,1
536,Arabica,Asia,Taiwan,2016.0,06/28/17,Caturra,Green,Natural / Dry,7.17,7.83,7.25,7.67,7.67,7.58,10.0,10.0,10.0,0.09,0,31,0
537,Arabica,Africa,Ethiopia,2016.0,02/25/17,Ethiopian Heirlooms,Bluish-Green,Washed / Wet,7.58,7.58,7.5,7.5,7.58,7.58,10.0,10.0,10.0,0.0,0,1,20
538,Arabica,Asia,Taiwan,2014.0,09/06/16,Typica,Green,Natural / Dry,7.5,7.58,7.67,7.33,7.5,7.75,10.0,10.0,10.0,0.0,0,0,9
539,Arabica,Asia,Philippines,2015.0,07/30/16,Other,Blue-Green,Washed / Wet,7.58,7.58,7.67,7.58,7.5,7.5,10.0,10.0,10.0,0.11,0,0,1
540,Arabica,Asia,Philippines,2014.0,07/20/16,Other,Bluish-Green,Washed / Wet,8.08,7.5,7.67,7.42,7.33,7.5,10.0,10.0,10.0,0.0,0,0,0
542,Arabica,North America,Mexico,2015.0,06/10/16,Bourbon,Bluish-Green,Washed / Wet,7.75,7.67,7.42,7.42,7.75,7.5,10.0,10.0,10.0,0.12,0,2,8
543,Arabica,South America,Brazil,2014.0,08/15/15,Moka Peaberry,Green,Semi-washed / Semi-pulped,7.08,7.5,7.5,7.83,7.75,7.67,10.0,10.0,10.0,0.11,0,0,16
546,Arabica,North America,Guatemala,2014.0,04/03/15,Bourbon,Green,Washed / Wet,7.75,7.5,7.42,7.58,7.67,7.5,10.0,10.0,10.0,0.1,0,0,1
548,Arabica,North America,Guatemala,2012.0,12/27/14,Other,Green,Washed / Wet,7.58,7.58,7.25,7.58,7.58,7.58,10.0,10.0,10.0,0.1,0,0,4
549,Arabica,South America,Colombia,2013.0,09/13/14,Caturra,Green,Washed / Wet,7.58,7.5,7.75,7.33,7.58,7.58,10.0,10.0,10.0,0.11,0,0,2
550,Arabica,South America,Colombia,2013.0,03/20/14,Caturra,Bluish-Green,Natural / Dry,7.75,7.5,7.25,7.5,7.75,7.5,10.0,10.0,10.0,0.0,0,0,0
551,Arabica,North America,Guatemala,2013.0,03/11/14,Bourbon,Green,Washed / Wet,7.83,7.75,7.25,7.92,7.5,7.17,10.0,10.0,10.0,0.11,0,0,2
552,Arabica,South America,Colombia,2013.0,01/22/14,Other,Green,Washed / Wet,7.83,7.67,7.42,7.42,7.5,7.58,10.0,10.0,10.0,0.11,0,3,5
554,Arabica,Asia,Vietnam,2012.0,07/20/13,Other,Yellow,Natural / Dry,7.67,7.33,7.17,7.58,8.08,7.42,10.0,10.0,10.0,0.0,0,0,17
555,Arabica,North America,Mexico,2012.0,03/05/13,Typica,Green,Washed / Wet,8.0,7.92,7.67,7.17,7.67,7.42,9.33,10.0,10.0,0.14,0,1,4
557,Arabica,South America,Colombia,2014.0,07/18/12,Other,Green,Other,7.5,7.75,7.33,7.75,7.08,7.83,10.0,10.0,10.0,0.15,0,0,0
559,Arabica,Africa,Kenya,2017.0,10/13/18,SL28,Green,Washed / Wet,7.75,7.58,7.42,7.58,7.5,7.5,10.0,10.0,10.0,0.1,0,0,3
560,Arabica,North America,Guatemala,2017.0,06/22/18,Bourbon,Green,Washed / Wet,7.5,7.58,7.33,7.67,7.58,7.58,10.0,10.0,10.0,0.11,1,1,2
561,Arabica,South America,Brazil,2015.0,02/06/18,Yellow Bourbon,Bluish-Green,Pulped natural / honey,7.67,7.58,7.58,7.5,7.5,7.42,10.0,10.0,10.0,0.11,2,0,2
562,Arabica,North America,El Salvador,2016.0,04/08/17,Pacas,Green,Washed / Wet,7.33,7.67,7.67,7.83,7.33,7.67,10.0,10.0,10.0,0.0,0,0,4
563,Arabica,Africa,Rwanda,2015.0,03/25/17,Bourbon,Bluish-Green,Washed / Wet,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,0.11,0,0,0
564,Arabica,Asia,Vietnam,2014.0,01/18/17,Other,Green,Other,7.25,7.58,7.5,7.42,7.75,7.42,10.0,10.0,10.0,0.11,0,11,0
565,Arabica,North America,Guatemala,2015.0,07/19/16,Bourbon,Green,Washed / Wet,7.58,7.58,7.33,7.67,7.67,7.5,10.0,10.0,10.0,0.11,0,0,2
566,Arabica,South America,Brazil,2015.0,05/25/16,Catuai,Green,Natural / Dry,7.58,7.83,7.33,7.67,7.42,7.33,10.0,10.0,10.0,0.12,0,2,6
567,Arabica,South America,Colombia,2014.0,03/20/16,Other,Yellow,Washed / Wet,7.83,7.67,7.5,7.58,7.5,7.67,10.0,10.0,10.0,0.0,0,0,1
568,Arabica,North America,United States,2014.0,02/20/16,Other,Yellow,Other,7.42,7.58,7.25,7.5,7.75,7.75,10.0,10.0,10.0,0.0,0,0,9
570,Arabica,South America,Colombia,2013.0,01/20/15,Typica,Green,Natural / Dry,7.5,7.42,7.58,7.5,7.58,7.58,10.0,10.0,10.0,0.0,0,4,4
571,Arabica,South America,Colombia,2013.0,05/10/14,Caturra,Green,Washed / Wet,7.83,7.5,7.5,7.42,7.5,7.5,10.0,10.0,10.0,0.11,0,0,3
572,Arabica,Africa,Tanzania,2012.0,04/19/14,Arusha,Green,Washed / Wet,7.67,7.5,7.33,7.25,7.58,7.75,10.0,10.0,10.0,0.11,0,0,5
578,Arabica,North America,Guatemala,2014.0,01/09/19,Caturra,Green,Washed / Wet,7.5,7.58,7.42,7.67,7.58,7.5,10.0,10.0,10.0,0.1,1,0,3
579,Arabica,North America,Guatemala,2017.0,10/17/18,Caturra,Green,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.42,10.0,10.0,10.0,0.11,0,0,8
580,Arabica,North America,Guatemala,2017.0,09/19/18,Bourbon,Green,Washed / Wet,7.5,7.67,7.17,7.67,7.67,7.58,10.0,10.0,10.0,0.11,0,0,4
581,Arabica,North America,Guatemala,2017.0,09/08/18,Bourbon,Green,Washed / Wet,7.5,7.5,7.42,7.58,7.67,7.5,10.0,10.0,10.0,0.1,0,0,1
582,Arabica,North America,Guatemala,2017.0,08/22/18,Bourbon,Green,Washed / Wet,7.42,7.58,7.42,7.67,7.5,7.5,10.0,10.0,10.0,0.1,0,0,1
583,Arabica,Asia,Indonesia,2017.0,08/08/18,Sulawesi,Blue-Green,Other,7.5,7.58,7.42,7.58,7.58,7.5,10.0,10.0,10.0,0.12,0,0,15
585,Arabica,Asia,Taiwan,2016.0,06/01/18,Yellow Bourbon,Green,Natural / Dry,7.83,7.67,7.33,7.67,7.58,7.67,9.33,10.0,10.0,0.0,0,0,0
586,Arabica,North America,El Salvador,2017.0,05/08/18,Bourbon,Yellow,Washed / Wet,7.67,7.67,7.17,7.33,7.58,7.67,10.0,10.0,10.0,0.0,0,0,4
587,Arabica,North America,Costa Rica,2016.0,04/28/18,Caturra,Bluish-Green,Washed / Wet,7.58,7.5,7.42,7.67,7.42,7.5,10.0,10.0,10.0,0.09,0,0,1
588,Arabica,North America,Honduras,2017.0,04/06/18,Caturra,Green,Natural / Dry,7.58,7.5,7.42,7.58,7.5,7.5,10.0,10.0,10.0,0.09,1,0,6
592,Arabica,South America,Colombia,2014.0,11/07/15,Caturra,Blue-Green,Washed / Wet,7.5,7.58,7.58,7.75,7.33,7.5,10.0,10.0,10.0,0.0,0,0,2
593,Arabica,Africa,Malawi,2014.0,11/04/15,Gesha,Bluish-Green,Washed / Wet,7.75,7.58,7.42,7.5,7.33,7.5,10.0,10.0,10.0,0.12,0,0,0
596,Arabica,North America,United States,2013.0,02/05/15,Hawaiian Kona,Blue-Green,Natural / Dry,7.67,7.58,7.42,7.83,7.33,7.5,10.0,10.0,10.0,0.1,0,6,0
597,Arabica,North America,United States,2013.0,02/04/15,Hawaiian Kona,Green,Natural / Dry,7.58,7.83,7.75,7.75,7.42,8.0,9.33,9.33,10.0,0.1,0,0,0
598,Arabica,South America,Colombia,2013.0,01/21/15,Caturra,Green,Washed / Wet,7.58,7.33,7.17,7.33,7.25,8.58,10.0,10.0,10.0,0.1,0,0,2
602,Arabica,South America,Colombia,2012.0,04/11/13,Caturra,Blue-Green,Washed / Wet,7.5,7.58,7.42,7.67,7.5,7.58,10.0,10.0,10.0,0.0,0,0,0
603,Arabica,South America,Colombia,2012.0,03/05/13,Caturra,Green,Washed / Wet,7.67,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,0.11,0,0,3
605,Arabica,North America,Panama,2012.0,02/22/13,Catuai,Green,Washed / Wet,7.42,7.42,7.5,7.58,7.5,7.75,10.0,10.0,10.0,0.0,0,0,4
609,Arabica,Asia,Laos,2015.0,06/02/17,Catimor,Bluish-Green,Washed / Wet,7.67,7.67,7.42,7.42,7.42,7.5,10.0,10.0,10.0,0.13,0,0,0
611,Arabica,North America,Mexico,2016.0,02/24/17,Other,Green,Other,7.5,7.67,7.42,7.75,7.42,7.17,10.0,10.0,10.0,0.11,2,0,3
612,Arabica,South America,Colombia,2015.0,11/02/16,Other,Green,Washed / Wet,7.75,7.5,7.33,7.58,7.33,7.75,10.0,10.0,10.0,0.0,0,1,9
615,Arabica,Africa,Tanzania,2014.0,12/18/15,Other,Green,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.58,10.0,10.0,10.0,0.12,0,0,0
616,Arabica,Africa,Tanzania,2014.0,12/15/15,Bourbon,Green,Washed / Wet,7.58,7.5,7.5,7.58,7.33,7.58,10.0,10.0,10.0,0.12,0,0,4
618,Arabica,North America,Mexico,2014.0,08/15/15,Typica,Green,Natural / Dry,7.67,7.58,7.42,7.5,7.42,7.5,10.0,10.0,10.0,0.11,0,0,0
619,Arabica,Africa,Uganda,2013.0,06/25/15,SL14,Green,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.5,10.0,10.0,10.0,0.12,0,0,0
621,Arabica,Asia,Thailand,2013.0,09/03/14,Caturra,Bluish-Green,Washed / Wet,7.42,7.5,7.5,7.67,7.58,7.5,10.0,10.0,10.0,0.11,0,0,0
622,Arabica,South America,Colombia,2012.0,01/22/14,Caturra,Bluish-Green,Washed / Wet,7.75,7.58,7.67,7.25,7.58,7.42,10.0,10.0,10.0,0.11,0,0,3
623,Arabica,North America,El Salvador,2012.0,08/17/13,Other,Yellow,Washed / Wet,7.92,8.0,7.5,6.75,7.92,7.58,10.0,10.0,9.33,0.0,0,0,17
625,Arabica,Asia,Thailand,2012.0,06/13/13,Other,Bluish-Green,Washed / Wet,7.83,7.33,7.83,7.33,7.58,7.83,10.0,10.0,9.33,0.12,0,0,0
628,Arabica,South America,Colombia,2011.0,11/15/12,Other,Green,Other,7.33,7.58,7.42,7.42,7.67,7.67,10.0,10.0,10.0,0.11,0,0,0
632,Arabica,South America,Colombia,2009.0,09/03/11,Other,Yellow,Other,7.5,7.42,7.33,7.33,7.67,7.83,10.0,10.0,10.0,0.21,0,0,2
634,Arabica,Asia,Taiwan,2016.0,08/22/18,Typica,Green,Pulped natural / honey,7.67,7.42,7.5,7.42,7.58,7.5,10.0,10.0,10.0,0.11,5,0,0
635,Arabica,South America,Brazil,2016.0,04/19/18,Other,Green,Pulped natural / honey,7.5,7.58,7.42,7.5,7.75,7.33,10.0,10.0,10.0,0.11,0,0,7
637,Arabica,South America,Brazil,2016.0,12/27/16,Other,Green,Other,7.42,7.42,7.5,7.33,7.25,7.67,10.0,10.0,10.0,0.0,9,1,2
638,Arabica,Asia,Indonesia,2015.0,09/14/16,Typica,Blue-Green,Semi-washed / Semi-pulped,7.83,7.58,7.42,7.33,7.42,7.5,10.0,10.0,10.0,0.13,0,0,6
640,Arabica,Asia,Thailand,2014.0,02/15/16,Caturra,Blue-Green,Washed / Wet,7.42,7.58,7.58,7.42,7.58,7.5,10.0,10.0,10.0,0.12,0,0,1
643,Arabica,North America,Costa Rica,2013.0,05/09/15,Catuai,Green,Washed / Wet,7.67,7.42,7.5,7.67,7.0,7.75,10.0,10.0,10.0,0.11,0,0,3
644,Arabica,North America,Mexico,2014.0,04/18/15,Other,Green,Washed / Wet,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10.0,10.0,0.0,0,0,11
645,Arabica,North America,Guatemala,2012.0,12/10/14,Other,Blue-Green,Natural / Dry,7.5,7.58,7.42,7.58,7.42,7.58,10.0,10.0,10.0,0.0,0,0,4
646,Arabica,South America,Colombia,2013.0,04/16/14,Caturra,Blue-Green,Washed / Wet,7.75,7.25,7.33,7.42,7.5,7.83,10.0,10.0,10.0,0.11,0,0,3
648,Arabica,South America,Colombia,2013.0,02/27/14,Caturra,Green,Washed / Wet,7.58,7.5,7.42,7.58,7.67,7.42,10.0,10.0,10.0,0.11,0,0,0
651,Arabica,South America,Colombia,2012.0,06/13/13,Caturra,Green,Washed / Wet,7.33,7.42,7.58,7.42,7.67,7.5,10.0,10.0,10.0,0.11,0,2,2
654,Arabica,Asia,Indonesia,2017.0,09/04/18,Other,Green,Washed / Wet,7.83,7.75,7.25,7.5,7.42,7.33,10.0,10.0,10.0,0.11,0,0,5
655,Arabica,North America,Honduras,2017.0,06/03/18,Caturra,Green,Washed / Wet,7.58,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,0.1,0,0,4
661,Arabica,North America,Mexico,2013.0,04/14/15,Other,Green,Washed / Wet,7.42,7.58,7.5,7.67,7.25,7.5,10.0,10.0,10.0,0.0,0,0,1
662,Arabica,South America,Brazil,2013.0,01/14/15,Yellow Bourbon,Bluish-Green,Semi-washed / Semi-pulped,7.42,7.5,7.67,7.33,7.42,7.67,10.0,10.0,10.0,0.11,0,0,0
664,Arabica,South America,Colombia,2013.0,05/07/14,Caturra,Green,Washed / Wet,7.5,7.5,7.42,7.42,7.58,7.58,10.0,10.0,10.0,0.11,0,0,1
668,Arabica,North America,Mexico,2012.0,06/07/13,Typica,Yellow,Semi-washed / Semi-pulped,7.92,7.5,7.33,7.58,7.25,7.42,10.0,10.0,10.0,0.11,0,0,2
670,Arabica,South America,Brazil,2012.0,03/16/13,Bourbon,Blue-Green,Semi-washed / Semi-pulped,7.67,7.42,7.33,7.67,7.5,7.5,10.0,10.0,10.0,0.0,0,0,4
673,Arabica,North America,Guatemala,2014.0,07/23/11,Other,Yellow,Other,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10.0,10.0,0.01,0,1,14
674,Arabica,North America,Honduras,2017.0,09/27/18,Other,Green,Washed / Wet,7.42,7.67,7.17,7.58,7.58,7.5,10.0,10.0,10.0,0.12,1,0,6
676,Arabica,North America,Guatemala,2016.0,06/01/18,Bourbon,Green,Washed / Wet,7.67,7.58,7.25,7.67,7.42,7.33,10.0,10.0,10.0,0.12,0,0,0
678,Arabica,North America,Guatemala,2017.0,01/20/18,Caturra,Green,Washed / Wet,7.5,7.42,7.08,7.75,7.67,7.5,10.0,10.0,10.0,0.11,2,0,3
685,Arabica,North America,Mexico,2014.0,08/14/15,Typica,Green,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,0.11,0,0,0
686,Arabica,South America,Brazil,2012.0,05/08/15,Catuai,Blue-Green,Semi-washed / Semi-pulped,7.58,7.67,7.33,7.5,7.5,7.42,10.0,10.0,10.0,0.12,0,0,1
688,Arabica,South America,Brazil,2013.0,12/30/14,Yellow Bourbon,Green,Natural / Dry,7.25,7.33,7.25,7.5,7.42,7.5,10.0,10.0,10.0,0.0,0,0,0
689,Arabica,North America,Mexico,2013.0,12/12/14,Bourbon,Green,Washed / Wet,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10.0,10.0,0.12,0,0,0
690,Arabica,North America,Honduras,2012.0,12/10/14,Other,Yellow,Washed / Wet,7.25,7.67,7.42,7.17,7.75,7.5,10.0,10.0,10.0,0.09,0,0,2
691,Arabica,South America,Colombia,2013.0,05/31/14,Caturra,Green,Washed / Wet,7.67,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,0.11,0,0,9
694,Arabica,North America,Mexico,2012.0,09/10/13,Typica,Green,Washed / Wet,7.42,7.58,7.33,7.58,7.5,7.5,10.0,10.0,10.0,0.14,0,0,9
696,Arabica,North America,Mexico,2012.0,07/25/13,Typica,Green,Washed / Wet,7.5,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,0.11,0,0,0
701,Arabica,South America,Colombia,2012.0,01/30/13,Caturra,Yellow,Natural / Dry,7.67,7.33,7.25,7.42,7.5,7.67,10.0,10.0,10.0,0.0,0,0,2
703,Arabica,South America,Colombia,2011.0,12/21/12,Caturra,Green,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.58,10.0,10.0,10.0,0.0,0,0,2
704,Arabica,South America,Colombia,2011.0,09/21/12,Other,Yellow,Other,7.58,7.25,7.42,7.25,7.58,7.83,10.0,10.0,10.0,0.02,0,0,1
